id,expected_label,predicted_label,raw_score,final_score,decision_source,security_adjustments,content_signals,elapsed_ms,category,correct
external-v2-0033,legitimate,legitimate,0.010036465711891651,0.01,hybrid_model_and_security_rules,[],[],136.03499999999258,other_legitimate,True
external-v2-0034,legitimate,legitimate,0.00044735189294442534,0.0004,hybrid_model_and_security_rules,[],[],133.5444000001189,other_legitimate,True
external-v2-0035,legitimate,legitimate,0.005781353451311588,0.0058,hybrid_model_and_security_rules,[],[],43.46170000007987,other_legitimate,True
external-v2-0036,legitimate,legitimate,0.000536000938154757,0.0005,hybrid_model_and_security_rules,[],[],143.06119999992006,other_legitimate,True
external-v2-0037,legitimate,legitimate,0.00031314408988691866,0.0003,hybrid_model_and_security_rules,[],[],48.09540000042034,other_legitimate,True
external-v2-0038,legitimate,legitimate,0.00043161341454833746,0.0004,hybrid_model_and_security_rules,[],[],135.2004999998826,other_legitimate,True
external-v2-0039,legitimate,legitimate,0.00027374099590815604,0.0003,hybrid_model_and_security_rules,[],[],137.87379999985205,other_legitimate,True
external-v2-0040,legitimate,legitimate,0.0003300633397884667,0.0003,hybrid_model_and_security_rules,[],[],130.01799999983632,other_legitimate,True
external-v2-0041,legitimate,legitimate,0.0002483262214809656,0.0002,hybrid_model_and_security_rules,[],[],133.10210000008738,other_legitimate,True
external-v2-0042,legitimate,legitimate,0.00020200980361551046,0.0002,hybrid_model_and_security_rules,[],[],138.63639999999577,other_legitimate,True
external-v2-0043,legitimate,legitimate,0.00165133411064744,0.0017,hybrid_model_and_security_rules,[],[],23.55039999974906,other_legitimate,True
external-v2-0044,legitimate,legitimate,0.0003670240403153002,0.0004,hybrid_model_and_security_rules,[],[],33.044799999970564,other_legitimate,True
external-v2-0045,legitimate,legitimate,0.00480057904496789,0.0048,hybrid_model_and_security_rules,[],[],139.73639999994703,other_legitimate,True
external-v2-0046,legitimate,legitimate,0.0003704882983583957,0.0004,hybrid_model_and_security_rules,[],[],35.761900000125024,other_legitimate,True
external-v2-0047,legitimate,legitimate,0.00029404208180494606,0.0003,hybrid_model_and_security_rules,[],[],131.03060000003097,other_legitimate,True
external-v2-0048,legitimate,legitimate,0.0006815753295086324,0.0007,hybrid_model_and_security_rules,[],[],79.71080000015718,other_legitimate,True
external-v2-0049,legitimate,legitimate,0.00022957281908020377,0.0002,hybrid_model_and_security_rules,[],[],130.45280000005732,other_legitimate,True
external-v2-0050,legitimate,legitimate,0.0004891460412181914,0.0005,hybrid_model_and_security_rules,[],[],113.11660000001211,other_legitimate,True
external-v2-0051,legitimate,legitimate,0.0008481417316943407,0.0008,hybrid_model_and_security_rules,[],[],43.43920000019352,other_legitimate,True
external-v2-0052,legitimate,legitimate,0.00026763181085698307,0.0003,hybrid_model_and_security_rules,[],[],79.83419999982289,other_legitimate,True
external-v2-0053,legitimate,legitimate,0.0023605823516845703,0.0024,hybrid_model_and_security_rules,[],[],124.1944000003059,other_legitimate,True
external-v2-0054,legitimate,legitimate,0.00026582321152091026,0.0003,hybrid_model_and_security_rules,[],[],50.358800000140036,other_legitimate,True
external-v2-0055,legitimate,legitimate,0.000502613082062453,0.0005,hybrid_model_and_security_rules,[],[],38.58039999977336,other_legitimate,True
external-v2-0056,legitimate,legitimate,0.0003134365251753479,0.0003,hybrid_model_and_security_rules,[],[],82.69560000007914,other_legitimate,True
external-v2-0057,legitimate,legitimate,0.00026372994761914015,0.0003,hybrid_model_and_security_rules,[],[],63.796999999794934,other_legitimate,True
external-v2-0058,legitimate,legitimate,0.0004304657632019371,0.0004,hybrid_model_and_security_rules,[],[],112.44200000010096,other_legitimate,True
external-v2-0059,legitimate,legitimate,0.00025642121909186244,0.0003,hybrid_model_and_security_rules,[],[],42.77920000004087,other_legitimate,True
external-v2-0060,legitimate,legitimate,0.000512710481416434,0.0005,hybrid_model_and_security_rules,[],[],103.72759999972914,other_legitimate,True
external-v2-0061,legitimate,legitimate,0.0004492047301027924,0.0004,hybrid_model_and_security_rules,[],[],31.309200000123383,other_legitimate,True
external-v2-0062,legitimate,legitimate,0.003866348648443818,0.0039,hybrid_model_and_security_rules,[],[],140.288099999907,other_legitimate,True
external-v2-0063,legitimate,legitimate,0.001109096803702414,0.0011,hybrid_model_and_security_rules,[],[],136.41310000002704,other_legitimate,True
external-v2-0064,legitimate,legitimate,0.00027799015515483916,0.0003,hybrid_model_and_security_rules,[],[],132.57119999980205,other_legitimate,True
external-v2-0065,legitimate,legitimate,0.0012256766203790903,0.0012,hybrid_model_and_security_rules,[],[],49.00439999983064,other_legitimate,True
external-v2-0066,legitimate,legitimate,0.00017608892812859267,0.0002,hybrid_model_and_security_rules,[],[],143.77829999966707,other_legitimate,True
external-v2-0067,legitimate,legitimate,0.00016701723507139832,0.0002,hybrid_model_and_security_rules,[],[],130.91999999960535,other_legitimate,True
external-v2-0068,legitimate,legitimate,0.0009399058180861175,0.0009,hybrid_model_and_security_rules,[],[],104.81250000020736,other_legitimate,True
external-v2-0069,legitimate,legitimate,0.00022303007426671684,0.0002,hybrid_model_and_security_rules,[],[],137.9012999996121,other_legitimate,True
external-v2-0070,legitimate,legitimate,0.0006040480802766979,0.0006,hybrid_model_and_security_rules,[],[],133.47250000015265,other_legitimate,True
external-v2-0071,legitimate,legitimate,0.00037861772580072284,0.0004,hybrid_model_and_security_rules,[],[],116.95400000007794,other_legitimate,True
external-v2-0072,legitimate,legitimate,0.0005049554747529328,0.0005,hybrid_model_and_security_rules,[],[],29.912899999999354,other_legitimate,True
external-v2-0073,legitimate,legitimate,0.0002640034072101116,0.0003,hybrid_model_and_security_rules,[],[],139.21979999986434,other_legitimate,True
external-v2-0074,legitimate,legitimate,0.0003013653331436217,0.0003,hybrid_model_and_security_rules,[],[],105.70030000008046,other_legitimate,True
external-v2-0075,legitimate,legitimate,0.0012473000679165125,0.0012,hybrid_model_and_security_rules,[],[],106.79330000039045,other_legitimate,True
external-v2-0076,legitimate,legitimate,0.00024584695347584784,0.0002,hybrid_model_and_security_rules,[],[],155.67430000010063,other_legitimate,True
external-v2-0077,legitimate,legitimate,0.0010136700002476573,0.001,hybrid_model_and_security_rules,[],[],65.1188000001639,other_legitimate,True
external-v2-0078,legitimate,legitimate,0.0003542463236954063,0.0004,hybrid_model_and_security_rules,[],[],136.67979999991076,other_legitimate,True
external-v2-0079,legitimate,legitimate,0.00025755810202099383,0.0003,hybrid_model_and_security_rules,[],[],34.84649999973044,other_legitimate,True
external-v2-0080,legitimate,legitimate,0.02135537564754486,0.0214,hybrid_model_and_security_rules,[],[],94.82530000013867,other_legitimate,True
external-v2-0081,legitimate,legitimate,0.00023435203183908015,0.0002,hybrid_model_and_security_rules,[],[],32.32130000014877,other_legitimate,True
external-v2-0082,legitimate,legitimate,0.0005226610228419304,0.0005,hybrid_model_and_security_rules,[],[],126.0216999999102,other_legitimate,True
external-v2-0083,legitimate,legitimate,0.055246733129024506,0.0552,hybrid_model_and_security_rules,[],[],24.77500000031796,other_legitimate,True
external-v2-0084,legitimate,legitimate,0.00036968247150070965,0.0004,hybrid_model_and_security_rules,[],[],101.86489999978221,other_legitimate,True
external-v2-0085,legitimate,legitimate,0.00035109015880152583,0.0004,hybrid_model_and_security_rules,[],[],87.15639999991254,other_legitimate,True
external-v2-0086,legitimate,legitimate,0.009519059211015701,0.0095,hybrid_model_and_security_rules,[],[],51.23989999992773,other_legitimate,True
external-v2-0087,legitimate,legitimate,0.04235440492630005,0.0424,hybrid_model_and_security_rules,[],[],24.347300000044925,other_legitimate,True
external-v2-0088,legitimate,legitimate,0.0050885421223938465,0.0051,hybrid_model_and_security_rules,[],[],85.39829999972426,other_legitimate,True
external-v2-0089,legitimate,legitimate,0.0020435901824384928,0.002,hybrid_model_and_security_rules,[],[],23.59759999990274,other_legitimate,True
external-v2-0090,legitimate,legitimate,0.0010623220587149262,0.0011,hybrid_model_and_security_rules,[],[],55.58110000038141,other_legitimate,True
external-v2-0091,legitimate,legitimate,0.0005722686182707548,0.0006,hybrid_model_and_security_rules,[],[],93.09970000003887,other_legitimate,True
external-v2-0092,legitimate,legitimate,0.0009353180648759007,0.0009,hybrid_model_and_security_rules,[],[],130.0874999997177,other_legitimate,True
external-v2-0093,legitimate,legitimate,0.00026342360069975257,0.0003,hybrid_model_and_security_rules,[],[],200.47660000000178,other_legitimate,True
external-v2-0094,legitimate,legitimate,0.0002973514492623508,0.0003,hybrid_model_and_security_rules,[],[],68.83540000035282,other_legitimate,True
external-v2-0095,legitimate,legitimate,0.0005581393488682806,0.0006,hybrid_model_and_security_rules,[],[],137.65960000000632,other_legitimate,True
external-v2-0096,legitimate,legitimate,0.00021098280558362603,0.0002,hybrid_model_and_security_rules,[],[],140.86820000011357,other_legitimate,True
external-v2-0097,legitimate,legitimate,0.0007531917071901262,0.0008,hybrid_model_and_security_rules,[],[],79.4608999999582,other_legitimate,True
external-v2-0098,legitimate,phishing,0.9489806294441223,0.949,hybrid_model_and_security_rules,[],[],19.86059999990175,other_legitimate,False
external-v2-0099,legitimate,legitimate,0.00018424744484946132,0.0002,hybrid_model_and_security_rules,[],[],84.86829999992551,other_legitimate,True
external-v2-0100,legitimate,legitimate,0.00041324301855638623,0.0004,hybrid_model_and_security_rules,[],[],99.68529999969178,other_legitimate,True
external-v2-0101,phishing,phishing,0.9976626634597778,0.9977,hybrid_model_and_security_rules,[],[],103.00619999998162,other_phishing,True
external-v2-0102,phishing,phishing,0.9996389150619507,0.9996,hybrid_model_and_security_rules,[],[],45.39840000006734,other_phishing,True
external-v2-0103,phishing,phishing,0.9995962977409363,0.9996,hybrid_model_and_security_rules,[],[],151.77479999965726,other_phishing,True
external-v2-0104,phishing,phishing,0.998924195766449,0.9989,hybrid_model_and_security_rules,[],[],123.99230000028183,other_phishing,True
external-v2-0105,phishing,phishing,0.9995383024215698,0.9995,hybrid_model_and_security_rules,[],[],72.18950000014956,other_phishing,True
external-v2-0106,phishing,phishing,0.9997730851173401,0.9998,hybrid_model_and_security_rules,[],[],41.51629999978468,other_phishing,True
external-v2-0107,phishing,phishing,0.9997676014900208,0.9998,hybrid_model_and_security_rules,[],[],36.206599999786704,other_phishing,True
external-v2-0108,phishing,phishing,0.9995039701461792,0.9995,hybrid_model_and_security_rules,[],[],40.227299999969546,other_phishing,True
external-v2-0109,phishing,phishing,0.9989159107208252,0.9989,hybrid_model_and_security_rules,[],[],54.230400000051304,other_phishing,True
external-v2-0110,phishing,phishing,0.9994762539863586,0.9995,hybrid_model_and_security_rules,[],[],88.448999999855,other_phishing,True
external-v2-0111,phishing,legitimate,0.758097231388092,0.7581,hybrid_model_and_security_rules,[],[],82.35849999982747,other_phishing,False
external-v2-0112,phishing,phishing,0.9996102452278137,0.9996,hybrid_model_and_security_rules,[],[],68.29659999993964,other_phishing,True
external-v2-0113,phishing,phishing,0.9998272061347961,0.9998,hybrid_model_and_security_rules,[],[],146.52939999996306,other_phishing,True
external-v2-0114,phishing,phishing,0.998023271560669,0.998,hybrid_model_and_security_rules,[],[],60.84400000008827,other_phishing,True
external-v2-0115,phishing,phishing,0.9989699125289917,0.999,hybrid_model_and_security_rules,[],[],96.64280000015424,other_phishing,True
external-v2-0116,phishing,phishing,0.9995379447937012,0.9995,hybrid_model_and_security_rules,[],[],78.79099999991013,other_phishing,True
external-v2-0117,phishing,phishing,0.9987743496894836,0.9988,hybrid_model_and_security_rules,[],[],20.62759999989794,other_phishing,True
external-v2-0118,phishing,phishing,0.9658958315849304,0.9659,hybrid_model_and_security_rules,[],[],136.40080000004673,other_phishing,True
external-v2-0119,phishing,phishing,0.9995245933532715,0.9995,hybrid_model_and_security_rules,[],[],32.552600000144594,other_phishing,True
external-v2-0120,phishing,phishing,0.996859073638916,0.9969,hybrid_model_and_security_rules,[],[],93.66200000022218,other_phishing,True
external-v2-0121,phishing,phishing,0.9998169541358948,0.9998,hybrid_model_and_security_rules,[],[],142.84070000030624,other_phishing,True
external-v2-0122,phishing,phishing,0.9995328187942505,0.9995,hybrid_model_and_security_rules,[],[],52.16539999992165,other_phishing,True
external-v2-0123,phishing,phishing,0.9997269511222839,0.9997,hybrid_model_and_security_rules,[],[],134.8204999999325,other_phishing,True
external-v2-0124,phishing,phishing,0.9998247027397156,0.9998,hybrid_model_and_security_rules,[],[],51.23830000002272,other_phishing,True
external-v2-0125,phishing,phishing,0.9981347322463989,0.9981,hybrid_model_and_security_rules,[],[],44.47329999993599,other_phishing,True
external-v2-0126,phishing,phishing,0.9981980919837952,0.9982,hybrid_model_and_security_rules,[],[],42.005499999959284,other_phishing,True
external-v2-0127,phishing,phishing,0.9996267557144165,0.9996,hybrid_model_and_security_rules,[],[],45.423399999890535,other_phishing,True
external-v2-0128,phishing,phishing,0.9996505975723267,0.9997,hybrid_model_and_security_rules,[],[],75.54280000022118,other_phishing,True
external-v2-0129,phishing,phishing,0.9996751546859741,0.9997,hybrid_model_and_security_rules,[],[],152.14390000028288,other_phishing,True
external-v2-0130,phishing,phishing,0.9996334314346313,0.9996,hybrid_model_and_security_rules,[],[],59.982400000080816,other_phishing,True
external-v2-0131,phishing,phishing,0.999419093132019,0.9994,hybrid_model_and_security_rules,[],[],85.19960000012361,other_phishing,True
external-v2-0132,phishing,phishing,0.9997119307518005,0.9997,hybrid_model_and_security_rules,[],[],81.20899999994435,other_phishing,True
external-v2-0133,phishing,phishing,0.9987614154815674,0.9988,hybrid_model_and_security_rules,[],[],72.10759999998118,other_phishing,True
external-v2-0134,phishing,phishing,0.9957962036132812,0.9958,hybrid_model_and_security_rules,[],[],51.188899999942805,other_phishing,True
external-v2-0135,phishing,phishing,0.9987269043922424,0.9987,hybrid_model_and_security_rules,[],[],71.12569999981133,other_phishing,True
external-v2-0136,phishing,phishing,0.999380350112915,0.9994,hybrid_model_and_security_rules,[],[],65.0591999997232,other_phishing,True
external-v2-0137,phishing,phishing,0.9996373653411865,0.9996,hybrid_model_and_security_rules,[],[],69.34309999996913,other_phishing,True
external-v2-0138,phishing,phishing,0.9996650218963623,0.9997,hybrid_model_and_security_rules,[],[],58.35030000025654,other_phishing,True
external-v2-0139,phishing,phishing,0.9954063892364502,0.9954,hybrid_model_and_security_rules,[],[],26.15009999999529,other_phishing,True
external-v2-0140,phishing,phishing,0.9977413415908813,0.9977,hybrid_model_and_security_rules,[],[],110.52419999987251,other_phishing,True
external-v2-0141,phishing,legitimate,0.6938968896865845,0.6939,hybrid_model_and_security_rules,[],[],62.55749999991167,other_phishing,False
external-v2-0142,phishing,phishing,0.9996846914291382,0.9997,hybrid_model_and_security_rules,[],[],52.83549999967363,other_phishing,True
external-v2-0143,phishing,phishing,0.9998513460159302,0.9999,hybrid_model_and_security_rules,[],[],63.42689999974027,other_phishing,True
external-v2-0144,phishing,phishing,0.9992650151252747,0.9993,hybrid_model_and_security_rules,[],[],106.07149999987087,other_phishing,True
external-v2-0145,phishing,phishing,0.9998376369476318,0.9998,hybrid_model_and_security_rules,[],[],130.30750000007174,other_phishing,True
external-v2-0146,phishing,phishing,0.9918036460876465,0.9918,hybrid_model_and_security_rules,[],[],86.1400999997386,other_phishing,True
external-v2-0147,phishing,phishing,0.9998185038566589,0.9998,hybrid_model_and_security_rules,[],[],138.01069999999527,other_phishing,True
external-v2-0148,phishing,phishing,0.9993472695350647,0.9993,hybrid_model_and_security_rules,[],[],33.197199999904115,other_phishing,True
external-v2-0149,phishing,phishing,0.9998286962509155,0.9998,hybrid_model_and_security_rules,[],[],153.97859999984576,other_phishing,True
external-v2-0150,phishing,phishing,0.9980510473251343,0.9981,hybrid_model_and_security_rules,[],[],115.53279999998267,other_phishing,True
external-v2-0151,phishing,phishing,0.9986333250999451,0.9986,hybrid_model_and_security_rules,[],[],32.92439999995622,other_phishing,True
external-v2-0152,phishing,phishing,0.9997054934501648,0.9997,hybrid_model_and_security_rules,[],[],69.92189999982656,other_phishing,True
external-v2-0153,phishing,phishing,0.9996676445007324,0.9997,hybrid_model_and_security_rules,[],[],143.51669999996375,other_phishing,True
external-v2-0154,phishing,phishing,0.9992479681968689,0.9992,hybrid_model_and_security_rules,[],[],50.60810000031779,other_phishing,True
external-v2-0155,phishing,phishing,0.9989377856254578,0.9989,hybrid_model_and_security_rules,[],[],43.58570000022155,other_phishing,True
external-v2-0156,phishing,phishing,0.9978652596473694,0.9979,hybrid_model_and_security_rules,[],[],142.67449999988457,other_phishing,True
external-v2-0157,phishing,phishing,0.9984342455863953,0.9984,hybrid_model_and_security_rules,[],[],137.92210000019622,other_phishing,True
external-v2-0158,phishing,phishing,0.9996414184570312,0.9996,hybrid_model_and_security_rules,[],[],50.672100000156206,other_phishing,True
external-v2-0159,phishing,phishing,0.9988898634910583,0.9989,hybrid_model_and_security_rules,[],[],91.35019999985161,other_phishing,True
external-v2-0160,phishing,phishing,0.9997268319129944,0.9997,hybrid_model_and_security_rules,[],[],38.21680000010019,other_phishing,True
external-v2-0161,phishing,phishing,0.8971475958824158,0.8971,hybrid_model_and_security_rules,[],[],108.28200000014476,other_phishing,True
external-v2-0162,phishing,phishing,0.9997227787971497,0.9997,hybrid_model_and_security_rules,[],[],81.91279999982726,other_phishing,True
external-v2-0163,phishing,phishing,0.999462902545929,0.9995,hybrid_model_and_security_rules,[],[],56.98560000018915,other_phishing,True
external-v2-0164,phishing,phishing,0.9994675517082214,0.9995,hybrid_model_and_security_rules,[],[],52.14209999985542,other_phishing,True
external-v2-0165,phishing,phishing,0.9997113347053528,0.9997,hybrid_model_and_security_rules,[],[],41.7355999998108,other_phishing,True
external-v2-0166,phishing,phishing,0.9996390342712402,0.9996,hybrid_model_and_security_rules,[],[],42.54179999998087,other_phishing,True
external-v2-0167,phishing,phishing,0.9997636675834656,0.9998,hybrid_model_and_security_rules,[],[],70.58090000009543,other_phishing,True
external-v2-0168,phishing,phishing,0.9995711445808411,0.9996,hybrid_model_and_security_rules,[],[],35.34300000001167,other_phishing,True
external-v2-0169,phishing,phishing,0.9980241060256958,0.998,hybrid_model_and_security_rules,[],[],139.04309999998077,other_phishing,True
external-v2-0170,phishing,phishing,0.9996194839477539,0.9996,hybrid_model_and_security_rules,[],[],93.9962999996169,other_phishing,True
external-v2-0171,phishing,phishing,0.9991756081581116,0.9992,hybrid_model_and_security_rules,[],[],137.09120000021358,other_phishing,True
external-v2-0172,phishing,phishing,0.9967767596244812,0.9968,hybrid_model_and_security_rules,[],[],60.76759999996284,other_phishing,True
external-v2-0173,phishing,phishing,0.996234118938446,0.9962,hybrid_model_and_security_rules,[],[],45.4052000000047,other_phishing,True
external-v2-0174,phishing,phishing,0.9991631507873535,0.9992,hybrid_model_and_security_rules,[],[],123.4057000001485,other_phishing,True
external-v2-0175,phishing,phishing,0.9995735287666321,0.9996,hybrid_model_and_security_rules,[],[],39.264900000034686,other_phishing,True
external-v2-0176,phishing,phishing,0.9998235106468201,0.9998,hybrid_model_and_security_rules,[],[],128.47150000015972,other_phishing,True
external-v2-0177,phishing,phishing,0.9998083710670471,0.9998,hybrid_model_and_security_rules,[],[],129.54080000008616,other_phishing,True
external-v2-0178,phishing,phishing,0.9997798800468445,0.9998,hybrid_model_and_security_rules,[],[],155.72479999991629,other_phishing,True
external-v2-0179,phishing,phishing,0.9978206157684326,0.9978,hybrid_model_and_security_rules,[],[],130.03430000026128,other_phishing,True
external-v2-0180,phishing,phishing,0.9994857311248779,0.9995,hybrid_model_and_security_rules,[],[],89.27100000028076,other_phishing,True
external-v2-0181,phishing,phishing,0.999803364276886,0.9998,hybrid_model_and_security_rules,[],[],124.51800000008006,other_phishing,True
external-v2-0182,phishing,phishing,0.9998250603675842,0.9998,hybrid_model_and_security_rules,[],[],139.7898999998688,other_phishing,True
external-v2-0183,phishing,phishing,0.9998553991317749,0.9999,hybrid_model_and_security_rules,[],[],146.9555999997283,other_phishing,True
external-v2-0184,phishing,phishing,0.9998579025268555,0.9999,hybrid_model_and_security_rules,[],[],107.43950000005498,other_phishing,True
external-v2-0185,phishing,phishing,0.9991864562034607,0.9992,hybrid_model_and_security_rules,[],[],127.26109999994151,other_phishing,True
external-v2-0186,phishing,phishing,0.9995881915092468,0.9996,hybrid_model_and_security_rules,[],[],130.84070000013526,other_phishing,True
external-v2-0187,phishing,phishing,0.9995018243789673,0.9995,hybrid_model_and_security_rules,[],[],126.87959999993836,other_phishing,True
external-v2-0188,phishing,phishing,0.9996883869171143,0.9997,hybrid_model_and_security_rules,[],[],124.42989999999554,other_phishing,True
external-v2-0189,phishing,phishing,0.9998610019683838,0.9999,hybrid_model_and_security_rules,[],[],127.50629999982266,other_phishing,True
external-v2-0190,phishing,phishing,0.9997827410697937,0.9998,hybrid_model_and_security_rules,[],[],131.0582000000977,other_phishing,True
external-v2-0191,phishing,phishing,0.9998088479042053,0.9998,hybrid_model_and_security_rules,[],[],128.95039999966684,other_phishing,True
external-v2-0192,phishing,legitimate,0.06398586928844452,0.064,hybrid_model_and_security_rules,[],[],57.41779999971186,other_phishing,False
external-v2-0193,phishing,phishing,0.9998255372047424,0.9998,hybrid_model_and_security_rules,[],[],128.09740000011516,other_phishing,True
external-v2-0194,phishing,phishing,0.9997935891151428,0.9998,hybrid_model_and_security_rules,[],[],129.87169999996695,other_phishing,True
external-v2-0195,phishing,phishing,0.9998067021369934,0.9998,hybrid_model_and_security_rules,[],[],131.9180000000415,other_phishing,True
external-v2-0196,phishing,phishing,0.9993773102760315,0.9994,hybrid_model_and_security_rules,[],[],135.98450000017692,other_phishing,True
external-v2-0197,phishing,phishing,0.9998175501823425,0.9998,hybrid_model_and_security_rules,[],[],128.5592999997789,other_phishing,True
external-v2-0198,phishing,phishing,0.9995599389076233,0.9996,hybrid_model_and_security_rules,[],[],131.23419999965336,other_phishing,True
external-v2-0199,phishing,phishing,0.9998421669006348,0.9998,hybrid_model_and_security_rules,[],[],132.30590000011944,other_phishing,True
external-v2-0200,phishing,phishing,0.9996777772903442,0.9997,hybrid_model_and_security_rules,[],[],131.97740000032354,other_phishing,True
external-v2-0201,phishing,phishing,0.9997850060462952,0.9998,hybrid_model_and_security_rules,[],[],137.54800000015166,other_phishing,True
external-v2-0202,phishing,phishing,0.9995800852775574,0.9996,hybrid_model_and_security_rules,[],[],131.89869999996517,other_phishing,True
external-v2-0203,phishing,phishing,0.9855309724807739,0.9855,hybrid_model_and_security_rules,[],[],146.95090000031996,other_phishing,True
external-v2-0204,phishing,phishing,0.9998024106025696,0.9998,hybrid_model_and_security_rules,[],[],137.86770000024262,other_phishing,True
external-v2-0205,phishing,phishing,0.9998468160629272,0.9998,hybrid_model_and_security_rules,[],[],128.11740000006466,other_phishing,True
external-v2-0206,phishing,phishing,0.9988211989402771,0.9988,hybrid_model_and_security_rules,[],[],137.7743000002738,other_phishing,True
external-v2-0207,phishing,phishing,0.9997479319572449,0.9997,hybrid_model_and_security_rules,[],[],132.8161999999793,other_phishing,True
external-v2-0208,phishing,phishing,0.9998455047607422,0.9998,hybrid_model_and_security_rules,[],[],137.37350000019433,other_phishing,True
external-v2-0209,phishing,phishing,0.9998440742492676,0.9998,hybrid_model_and_security_rules,[],[],119.85809999987396,other_phishing,True
external-v2-0210,phishing,phishing,0.9998575448989868,0.9999,hybrid_model_and_security_rules,[],[],113.42819999981657,other_phishing,True
external-v2-0211,phishing,phishing,0.9998050332069397,0.9998,hybrid_model_and_security_rules,[],[],125.44219999972483,other_phishing,True
